item_id,source_url,request_url,status,attempts,http_status,error_type,error_message,bytes,format,width,height,sha256,local_path
0,http://ecx.images-amazon.com/images/I/41Bb6wf%2BqUL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41Bb6wf%2BqUL._SX300_.jpg,reused_valid,,,,,13440,JPEG,300,225,3DCA67409B2EB00CA097F0FEE9B0417414F77D17D81E4D602D48F369EB8A963B,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\0.img
1,http://ecx.images-amazon.com/images/I/51r3BLpLWgL._SX300_.jpg,https://ecx.images-amazon.com/images/I/51r3BLpLWgL._SX300_.jpg,reused_valid,,,,,11674,JPEG,300,234,2C16BDF0C04A0A69B1021B61FCD252161CB5C59A44A4871A5B1C3E481CB10E5B,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\1.img
4,http://ecx.images-amazon.com/images/I/41gVp98nx4L._SY300_.jpg,https://ecx.images-amazon.com/images/I/41gVp98nx4L._SY300_.jpg,reused_valid,,,,,8452,JPEG,300,300,ED3F4FE7781957880FF19E723FB163B98068FCD2D3C7686C851B0A938EC69CE8,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\4.img
5,http://ecx.images-amazon.com/images/I/41jlvh1lycL._SY300_.jpg,https://ecx.images-amazon.com/images/I/41jlvh1lycL._SY300_.jpg,reused_valid,,,,,7750,JPEG,265,300,E7F176D8F156980F18311F456E9FB4348684D7F7A342542533990E657B714382,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\5.img
6,http://ecx.images-amazon.com/images/I/7164B4YN3GL._SX300_.gif,https://ecx.images-amazon.com/images/I/7164B4YN3GL._SX300_.gif,reused_valid,,,,,15221,JPEG,300,263,6FF1E336099739633D5BDD9BFCB7DB833627ABCB2B80876AF6783DB30E071195,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\6.img
8,http://ecx.images-amazon.com/images/I/41T4QmFqJLL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41T4QmFqJLL._SX300_.jpg,reused_valid,,,,,11013,JPEG,300,173,3C6338DBBE4B0EC933E261428351A5B7C2D850C11728EEE59E4481127B60BE36,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\8.img
9,http://ecx.images-amazon.com/images/I/31gwHfhqfEL._SY300_.jpg,https://ecx.images-amazon.com/images/I/31gwHfhqfEL._SY300_.jpg,reused_valid,,,,,4393,JPEG,300,300,5A0AE6F908562F52D7A6E5D63A840C9B91C65102134816059BFCC79BB6A3DD81,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\9.img
10,http://ecx.images-amazon.com/images/I/31aA%2BSJAg5L._SX300_.jpg,https://ecx.images-amazon.com/images/I/31aA%2BSJAg5L._SX300_.jpg,reused_valid,,,,,2893,JPEG,300,192,BE773E0492A1C1FA2D1DE0DEC04B4436BF795B42F827DEE7DCDE23F4FCE959BF,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\10.img
13,http://ecx.images-amazon.com/images/I/312%2BBe-pVbL._SY300_.jpg,https://ecx.images-amazon.com/images/I/312%2BBe-pVbL._SY300_.jpg,reused_valid,,,,,3390,JPEG,162,300,81D6D4A5AD4BA207FA642150450AF213A9338F9FBD682D6B18CBECE24B882B8A,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\13.img
14,http://ecx.images-amazon.com/images/I/41CCk9VxM-L._SY300_.jpg,https://ecx.images-amazon.com/images/I/41CCk9VxM-L._SY300_.jpg,reused_valid,,,,,5759,JPEG,300,300,DA4B06CA8AB762BC7199000D9A3B0DED93EB64DAAD155982259B8D2E9D2A6468,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\14.img
17,http://ecx.images-amazon.com/images/I/41322BKTA2L._SX300_.jpg,https://ecx.images-amazon.com/images/I/41322BKTA2L._SX300_.jpg,reused_valid,,,,,6870,JPEG,300,280,BC7B20FA37340878A3C65D86FC2DBBA0C0F68FD1D6BB35029B260ED0D2EFD373,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\17.img
20,http://ecx.images-amazon.com/images/I/31p2hE%2BPG2L._SX300_.jpg,https://ecx.images-amazon.com/images/I/31p2hE%2BPG2L._SX300_.jpg,reused_valid,,,,,3462,JPEG,300,254,46887D37E3A17B67E26748431C24E0B4843A1C0E67A816FEDB383CAB060FFFEC,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\20.img
21,http://ecx.images-amazon.com/images/I/41D4F4C9DEL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41D4F4C9DEL._SX300_.jpg,reused_valid,,,,,7619,JPEG,300,220,2BF02845AF98452EB22F42EB9B182D6E5168983565F5CEBA85BCF2B82E63C564,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\21.img
22,http://ecx.images-amazon.com/images/I/41PNHRPT1SL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41PNHRPT1SL._SX300_.jpg,reused_valid,,,,,9202,JPEG,300,211,95A29764B7016253343D2D3919EF18A2ED16F82F01B7D6EC7D1769E2BE67A532,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\22.img
23,http://ecx.images-amazon.com/images/I/512BG7YADNL._SX300_.jpg,https://ecx.images-amazon.com/images/I/512BG7YADNL._SX300_.jpg,reused_valid,,,,,15482,JPEG,300,251,49D426207D2132833D5ABA873245854DB21C810EF9E923F4425DDF2CB6BB0E5B,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\23.img
24,http://ecx.images-amazon.com/images/I/41wLXKRs9gL._SY300_.jpg,https://ecx.images-amazon.com/images/I/41wLXKRs9gL._SY300_.jpg,reused_valid,,,,,11141,JPEG,300,300,91ECAE7867ADC5E82AB91A4C615386A7AEDB92B3A42E4401D1ACDB007A805403,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\24.img
25,http://ecx.images-amazon.com/images/I/51PnVQEj4rL._SX300_.jpg,https://ecx.images-amazon.com/images/I/51PnVQEj4rL._SX300_.jpg,reused_valid,,,,,18087,JPEG,300,262,B72D646374EBCC9AF431D35F87DC2CF1E43044990F688378AB71D8B7AF680D95,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\25.img
27,http://ecx.images-amazon.com/images/I/41GCCAGJ79L._SY300_.jpg,https://ecx.images-amazon.com/images/I/41GCCAGJ79L._SY300_.jpg,reused_valid,,,,,7973,JPEG,269,300,52EE361D4DC108C73E6D0C2D326E1F3B55BF1A924FF68171FFA8EF846C102586,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\27.img
30,http://ecx.images-amazon.com/images/I/41FfEykOfBL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41FfEykOfBL._SX300_.jpg,reused_valid,,,,,9919,JPEG,300,229,0718B0203FA6998CCFCA06D6CA3240163F5A713399D705F270E0515CD4C7E7FE,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\30.img
33,http://ecx.images-amazon.com/images/I/41u6JoEyLwL._SY300_.jpg,https://ecx.images-amazon.com/images/I/41u6JoEyLwL._SY300_.jpg,reused_valid,,,,,7043,JPEG,300,300,21457E35FC53318D0BF21CBD65D32ECA77AE5B3ECFD0C9E198093FCDFC147666,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\33.img
34,http://ecx.images-amazon.com/images/I/418BRQA3BDL._SY300_.jpg,https://ecx.images-amazon.com/images/I/418BRQA3BDL._SY300_.jpg,reused_valid,,,,,6340,JPEG,256,300,C6137441A8C2C22AD2E4174B5E76314565AB4288CD9D1A731C813E40DC541026,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\34.img
35,http://ecx.images-amazon.com/images/I/41VKQ4M7VYL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41VKQ4M7VYL._SX300_.jpg,reused_valid,,,,,6380,JPEG,300,184,B7DB7DC1082C6FB1E6552F25D533E032468B1DBBA21B57273D01526355CA4386,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\35.img
41,http://ecx.images-amazon.com/images/I/41C0D3NHKFL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41C0D3NHKFL._SX300_.jpg,reused_valid,,,,,5340,JPEG,300,299,9DB3B4D3B01482B67BBB00BF2A04F1AC1B99CF05970935423A1865846C297EF3,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\41.img
42,http://ecx.images-amazon.com/images/I/31BDFD007YL.jpg,https://ecx.images-amazon.com/images/I/31BDFD007YL.jpg,reused_valid,,,,,9802,JPEG,200,200,80E989245C17ABF6BB77C214344CFC3AD2B42DBA5CEEEC5669F28FE086E10A7A,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\42.img
43,http://ecx.images-amazon.com/images/I/31VSYZRSWHL.jpg,https://ecx.images-amazon.com/images/I/31VSYZRSWHL.jpg,reused_valid,,,,,9893,JPEG,200,200,32DF1A55B8D55708C4CC3397116A38DB7A1C40208FA7AFE0683329FDE3093F1D,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\43.img
44,http://ecx.images-amazon.com/images/I/41eF5PalASL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41eF5PalASL._SX300_.jpg,reused_valid,,,,,9906,JPEG,300,227,31F4FBCFF0C8FAABAE64A926874BEEEAD1CC79F367A3FBD40AC5AEFBEBAE7BCB,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\44.img
45,http://ecx.images-amazon.com/images/I/41BpZge-%2BRL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41BpZge-%2BRL._SX300_.jpg,reused_valid,,,,,6679,JPEG,300,225,FC29FFF93BFA54779D32E46475236A61AAA018BA0B01191E72038859942B57CB,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\45.img
46,http://ecx.images-amazon.com/images/I/51J2HYABF5L._SX300_.jpg,https://ecx.images-amazon.com/images/I/51J2HYABF5L._SX300_.jpg,reused_valid,,,,,14164,JPEG,300,221,0444B659FBCA03836AE2930DF712F1262E5D58411528410D99E3AF9DE898BB66,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\46.img
48,http://ecx.images-amazon.com/images/I/41R05NBDRGL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41R05NBDRGL._SX300_.jpg,reused_valid,,,,,8077,JPEG,300,253,0F23709E1015C495D29789A093F9722227EF7E69BE548966692A2569E91C7476,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\48.img
49,http://ecx.images-amazon.com/images/I/31LrMpDF-nL._SX300_.jpg,https://ecx.images-amazon.com/images/I/31LrMpDF-nL._SX300_.jpg,reused_valid,,,,,4515,JPEG,300,200,8A20FB81ABC70D4C407A9DDCCCFC68DA7DC7A6050D6FF51440F9FEB20F54E801,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\49.img
51,http://ecx.images-amazon.com/images/I/31RGJJHX0HL._SX300_.jpg,https://ecx.images-amazon.com/images/I/31RGJJHX0HL._SX300_.jpg,reused_valid,,,,,5034,JPEG,300,194,EA1390EF9357BC566B23A304C56BF3F7F3CBEF5C3F108658DF1F2EE7C399E094,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\51.img
53,http://ecx.images-amazon.com/images/I/41G%2BL8h6w3L._SY300_.jpg,https://ecx.images-amazon.com/images/I/41G%2BL8h6w3L._SY300_.jpg,reused_valid,,,,,10344,JPEG,284,300,C2EF2BABF1E54B0BBC4FCEE332544C60B26A42B3E0D38E2EABAB5268FA76AEF8,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\53.img
55,http://ecx.images-amazon.com/images/I/41QVVZZPB6L._SY300_.jpg,https://ecx.images-amazon.com/images/I/41QVVZZPB6L._SY300_.jpg,reused_valid,,,,,8042,JPEG,280,300,544FA6C24D21CE7E09C3FEEB3623F838B6A2E09308E6F32BDC1776ECC656CD27,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\55.img
56,http://ecx.images-amazon.com/images/I/31TBH6BDH9L._SX300_.jpg,https://ecx.images-amazon.com/images/I/31TBH6BDH9L._SX300_.jpg,reused_valid,,,,,4514,JPEG,300,238,3BF910701467F7BF9DAC7E09E1D02F2195FD1EA84AC1DB4FCF0AAD64589CEF3D,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\56.img
58,http://ecx.images-amazon.com/images/I/41SEE3PNEXL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41SEE3PNEXL._SX300_.jpg,reused_valid,,,,,8979,JPEG,300,280,1E1A6D7EF4571ACEFE70247646B551CA333DC9D77FBE4729C8F5991B66E1D2E5,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\58.img
59,http://ecx.images-amazon.com/images/I/41%2B%2Bt3veKWL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41%2B%2Bt3veKWL._SX300_.jpg,reused_valid,,,,,8640,JPEG,300,159,3CB80E5A92D9FCC68CBF3EC79573F2B07AC24857F913E864E931839E1ACF149D,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\59.img
60,http://ecx.images-amazon.com/images/I/31FD0FQPPCL._SX300_.jpg,https://ecx.images-amazon.com/images/I/31FD0FQPPCL._SX300_.jpg,reused_valid,,,,,4397,JPEG,300,214,D5B337D3C4956A4EF432C5BAEC252523EBDD298B90DDA307184042E90AA056B5,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\60.img
62,http://ecx.images-amazon.com/images/I/41XPFQX3E9L._SY300_.jpg,https://ecx.images-amazon.com/images/I/41XPFQX3E9L._SY300_.jpg,reused_valid,,,,,7338,JPEG,286,300,131510EF6F5C9FB6E22CC8B382465CE19DC12ED2A4366D1D9FFFB6E97F0DB075,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\62.img
63,http://ecx.images-amazon.com/images/I/41FA78H98WL._SY300_.jpg,https://ecx.images-amazon.com/images/I/41FA78H98WL._SY300_.jpg,reused_valid,,,,,8215,JPEG,294,300,AF9BCAE94B236C030694C3EEE1E58FC2D7AD138F2FA72B4C1CC217D5467516BF,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\63.img
64,http://ecx.images-amazon.com/images/I/41JYN1JJY4L._SX300_.jpg,https://ecx.images-amazon.com/images/I/41JYN1JJY4L._SX300_.jpg,reused_valid,,,,,8572,JPEG,300,282,3C032279F400D99D97F01A5C88ECFEB471EE828C4990BB02B19F422D098876E9,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\64.img
65,http://ecx.images-amazon.com/images/I/31RAA4GRHJL._SY300_.jpg,https://ecx.images-amazon.com/images/I/31RAA4GRHJL._SY300_.jpg,reused_valid,,,,,4062,JPEG,300,300,AD0A2C5C05EA8D6814D1DD6488D8B2D0E658D9447B279A97004FFA0E46A9CACD,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\65.img
66,http://ecx.images-amazon.com/images/I/31HJS6F0GFL._SX300_.jpg,https://ecx.images-amazon.com/images/I/31HJS6F0GFL._SX300_.jpg,reused_valid,,,,,3194,JPEG,300,206,81660D3BF9BD665E88F5A964EE63F27E443478C7B1031395E776ADC01F50704D,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\66.img
69,http://ecx.images-amazon.com/images/I/31FNFQDTHAL._SX300_.jpg,https://ecx.images-amazon.com/images/I/31FNFQDTHAL._SX300_.jpg,reused_valid,,,,,4224,JPEG,300,261,6E2A169B290400AAB8E305DBBB7C6BB7490243053C34479E91C005FA9A9EC5D0,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\69.img
70,http://ecx.images-amazon.com/images/I/31qi4BYR2kL._SY300_.jpg,https://ecx.images-amazon.com/images/I/31qi4BYR2kL._SY300_.jpg,reused_valid,,,,,5090,JPEG,300,300,1C44E8CD2700C3ABE3394656A7DA0AE8B835934131A43AB56C2697D41C26704C,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\70.img
72,http://ecx.images-amazon.com/images/I/41w02uWtoFL._SY300_.jpg,https://ecx.images-amazon.com/images/I/41w02uWtoFL._SY300_.jpg,reused_valid,,,,,10393,JPEG,179,300,7C9A84107AB8ADF02B50CEDA8DDFD2E9C97B806D819837220E5AE90AF78E0141,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\72.img
74,http://ecx.images-amazon.com/images/I/21B58KNAYAL.jpg,https://ecx.images-amazon.com/images/I/21B58KNAYAL.jpg,reused_valid,,,,,6509,JPEG,200,200,ED5590013668B7F5AF0551063F1584CC18CD844FEE09D7319F5F739662C561B7,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\74.img
75,http://ecx.images-amazon.com/images/I/216VKVAE4PL.jpg,https://ecx.images-amazon.com/images/I/216VKVAE4PL.jpg,reused_valid,,,,,6747,JPEG,200,200,EF35EB35983A244AE7B474B081544DE5DD11AD1D15EB8ED3A8FCB4BD1D6EEB76,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\75.img
76,http://ecx.images-amazon.com/images/I/41TpRramnlL._SY300_.jpg,https://ecx.images-amazon.com/images/I/41TpRramnlL._SY300_.jpg,reused_valid,,,,,6655,JPEG,300,300,B816507E4FFD884BD26861A096DA4725553CFAE3333EFBBCE8F7CE943C018964,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\76.img
77,http://ecx.images-amazon.com/images/I/31YEYDZK72L._SX300_.jpg,https://ecx.images-amazon.com/images/I/31YEYDZK72L._SX300_.jpg,reused_valid,,,,,5481,JPEG,300,212,63FB7FBBB9EFD4BDB010216D4D15984E1DF0FA19D51042680C6C8152D5684216,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\77.img
78,http://ecx.images-amazon.com/images/I/51TF2MTAAVL._SX300_.jpg,https://ecx.images-amazon.com/images/I/51TF2MTAAVL._SX300_.jpg,reused_valid,,,,,10069,JPEG,300,280,D5DD308CAE5DB630538CBD15DDCA1B00F05EDFD9A5E58A95CA6BC01A4E6FFEA0,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\78.img
79,http://ecx.images-amazon.com/images/I/31g1Zxmn%2BEL._SX300_.jpg,https://ecx.images-amazon.com/images/I/31g1Zxmn%2BEL._SX300_.jpg,reused_valid,,,,,4356,JPEG,300,283,0D42987E417A51323B2B372AF8689F8C8463DAFF77DC3A3AEDDF5F5BEBD36D4C,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\79.img
81,http://ecx.images-amazon.com/images/I/41RzqChcdUL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41RzqChcdUL._SX300_.jpg,reused_valid,,,,,7117,JPEG,300,184,935376C47B7BC32430A9B2CA8A3E4962FE75A84DCAC3E3C11D9AE53BF847B7AD,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\81.img
82,http://ecx.images-amazon.com/images/I/511WK149KVL._SX300_.jpg,https://ecx.images-amazon.com/images/I/511WK149KVL._SX300_.jpg,reused_valid,,,,,7741,JPEG,300,298,D255036AEBCF935DFD10431AAC37BBC7E980D68F5129E09BD898758A93C3AD0F,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\82.img
83,http://ecx.images-amazon.com/images/I/513L4uucRfL._SX300_.jpg,https://ecx.images-amazon.com/images/I/513L4uucRfL._SX300_.jpg,reused_valid,,,,,15588,JPEG,300,265,11AEC31CF52762576BEDE1A7AD050BA80B289BA9DE9E5700FB079804EF9611F6,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\83.img
86,http://ecx.images-amazon.com/images/I/318wHYwGewL._SX300_.jpg,https://ecx.images-amazon.com/images/I/318wHYwGewL._SX300_.jpg,reused_valid,,,,,5212,JPEG,300,214,24C0F09854D69C978583C83DF31C80BC4A0142CCCC7F5E78672E33AFCF04F64F,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\86.img
87,http://ecx.images-amazon.com/images/I/31AJJ9248WL._SY300_.jpg,https://ecx.images-amazon.com/images/I/31AJJ9248WL._SY300_.jpg,reused_valid,,,,,5346,JPEG,190,300,CA0AA65AC61350385FF9E261EFC39346F4E6614F4043E99F11B4389113CAEDDC,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\87.img
88,http://ecx.images-amazon.com/images/I/41X07337W0L._SX300_.jpg,https://ecx.images-amazon.com/images/I/41X07337W0L._SX300_.jpg,reused_valid,,,,,6164,JPEG,300,271,B7226BF2BEF12BEE49090D124E0AC6ECE66924A61C122CFDDE5022608C382FEE,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\88.img
89,http://ecx.images-amazon.com/images/I/41jKTTEBWlL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41jKTTEBWlL._SX300_.jpg,reused_valid,,,,,5393,JPEG,300,225,7B1EFF211F8C86C7C693A468CC92F4F582B315BBDB068C59F163BF2201BBDD90,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\89.img
91,http://ecx.images-amazon.com/images/I/51qyS6OYhGL._SY300_.jpg,https://ecx.images-amazon.com/images/I/51qyS6OYhGL._SY300_.jpg,reused_valid,,,,,12323,JPEG,300,300,F7280AAA95A9435EF2B83F5B514EDA6677FE94320F9187E4E01CA97693BCCA00,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\91.img
93,http://ecx.images-amazon.com/images/I/417VT3JJYAL._SY300_.jpg,https://ecx.images-amazon.com/images/I/417VT3JJYAL._SY300_.jpg,reused_valid,,,,,6789,JPEG,201,300,FE447B6153322123CB718790F3EB36F8EAF2E6CAE02EC3209F1407A3887C17DB,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\93.img
94,http://ecx.images-amazon.com/images/I/41yKeKq7YqL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41yKeKq7YqL._SX300_.jpg,reused_valid,,,,,7148,JPEG,300,215,CD4484BFB7DE0415775C950AFAD5847E8F7A4244EEF397F710B375A68BE046C8,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\94.img
97,http://ecx.images-amazon.com/images/I/41MD3TMAQNL._SX300_.jpg,https://ecx.images-amazon.com/images/I/41MD3TMAQNL._SX300_.jpg,reused_valid,,,,,8380,JPEG,300,233,9B91E96F48293CB87CBD678CD6A3AF7FC0926076F3F6F5EDC43FA481870D076E,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\97.img
98,http://ecx.images-amazon.com/images/I/4183FC41X2L._SX300_.jpg,https://ecx.images-amazon.com/images/I/4183FC41X2L._SX300_.jpg,reused_valid,,,,,6006,JPEG,300,200,10E917C3DF8D3547B83443F166E2ECAE119445AD8114901D5BF545093500E140,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\98.img
99,http://ecx.images-amazon.com/images/I/51IavwCCPSL._SY300_.jpg,https://ecx.images-amazon.com/images/I/51IavwCCPSL._SY300_.jpg,reused_valid,,,,,12029,JPEG,300,300,7590627B11D55B621C871D678710E3D24F2643F058391B49EA75C00964D9B178,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\99.img
101,http://ecx.images-amazon.com/images/I/41eMbw6He8L._SY300_.jpg,https://ecx.images-amazon.com/images/I/41eMbw6He8L._SY300_.jpg,reused_valid,,,,,11101,JPEG,181,300,48B628CF144EDBA19496F7E3423C8521DBED305D114AB819072B95B7EA455C4F,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\101.img
106,http://ecx.images-amazon.com/images/I/413AZ37HGHL._SY300_.jpg,https://ecx.images-amazon.com/images/I/413AZ37HGHL._SY300_.jpg,reused_valid,,,,,7857,JPEG,208,300,DB77003E997D96085F360A44463ABE4B90AFD30D9B5371E856F2A21376B66032,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\106.img
107,http://ecx.images-amazon.com/images/I/31quQE4KTQL._SX300_.jpg,https://ecx.images-amazon.com/images/I/31quQE4KTQL._SX300_.jpg,reused_valid,,,,,3784,JPEG,300,115,E25F1BB63E0C343E76627B0A95B7FDDA7520B77AE01523A1E73E082840255AFF,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\107.img
111,http://ecx.images-amazon.com/images/I/215R6RVDE4L.jpg,https://ecx.images-amazon.com/images/I/215R6RVDE4L.jpg,reused_valid,,,,,5637,JPEG,180,133,C9C4DE5D016D9595836A03BDA95959E1E5AA5D9042FF6009A2610D5EA9A6ED4B,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\111.img
112,http://ecx.images-amazon.com/images/I/31UZhWMNgQL._SY300_.jpg,https://ecx.images-amazon.com/images/I/31UZhWMNgQL._SY300_.jpg,reused_valid,,,,,4022,JPEG,300,300,C5792CA7066625810AB791CB119DF61510E64FBB0510C47854BE631DD9967C70,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\112.img
113,http://ecx.images-amazon.com/images/I/51j7fKUJumL._SY300_.jpg,https://ecx.images-amazon.com/images/I/51j7fKUJumL._SY300_.jpg,reused_valid,,,,,12277,JPEG,190,300,6965EA9A797297F6C6DC51A2ABD48DFEA4AEC168A44C5262AC18F6FCFF921A6F,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\113.img
114,http://ecx.images-amazon.com/images/I/415FKFG92XL._SY300_.jpg,https://ecx.images-amazon.com/images/I/415FKFG92XL._SY300_.jpg,reused_valid,,,,,10830,JPEG,266,300,7B9E31F3E1D97293E0EAE54C108AD8CD13B9B94BAEA2BE98BC46C00D4D3C464F,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\114.img
115,http://ecx.images-amazon.com/images/I/41FS5W4P74L._SY300_.jpg,https://ecx.images-amazon.com/images/I/41FS5W4P74L._SY300_.jpg,reused_valid,,,,,8712,JPEG,275,300,460D954A4AF3066FEC8BC7E557756EB6792F470C137A64765CB22DD14253B130,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\115.img
116,http://ecx.images-amazon.com/images/I/41dW5DzaDkL._SY300_.jpg,https://ecx.images-amazon.com/images/I/41dW5DzaDkL._SY300_.jpg,reused_valid,,,,,4983,JPEG,259,300,B2C69736DBCB4840BAC73CE6149134F3070362114EFC25E2E02E992E5918D7C0,D:\study\多模态推荐忠实性\data\processed\llm_evaluation_images\116.img
